,Passenger Class,Sex,Age,# Siblings / Spouse,# Parents / Children,Fare,Port Embarked,Survived
497,Second,Female,25,0,1,26.0,Southampton,Survived
498,Second,Female,18,0,2,13.0,Southampton,Survived
499,Second,Female,20,0,0,36.75,Southampton,Survived
500,Second,Female,30,0,0,13.0,Southampton,Survived
501,Second,Male,59,0,0,13.5,Southampton,Did not survive
502,Second,Female,30,0,0,12.35,Queenstown,Survived
503,Second,Male,35,0,0,10.5,Southampton,Did not survive
504,Second,Female,40,0,0,13.0,Southampton,Survived
505,Second,Male,25,0,0,13.0,Southampton,Did not survive
506,Second,Male,41,0,0,15.05,Cherbourg,Did not survive
507,Second,Male,25,0,0,10.5,Southampton,Did not survive
508,Second,Male,18,0,0,13.0,Southampton,Did not survive
509,Second,Male,14,0,0,65.0,Southampton,Did not survive
510,Second,Female,50,0,0,10.5,Southampton,Survived
511,Second,Male,23,0,0,13.0,Southampton,Did not survive
512,Second,Female,28,0,0,12.65,Southampton,Survived
513,Second,Female,27,0,0,10.5,Southampton,Survived
514,Second,Male,29,1,0,21.0,Southampton,Did not survive
515,Second,Female,27,1,0,21.0,Southampton,Did not survive
516,Second,Male,40,0,0,13.0,Southampton,Did not survive
517,Second,Female,31,0,0,21.0,Southampton,Survived
518,Second,Male,30,1,0,21.0,Southampton,Did not survive
519,Second,Male,23,1,0,10.5,Southampton,Did not survive
520,Second,Female,31,0,0,21.0,Southampton,Survived
521,Second,Female,12,0,0,15.75,Southampton,Survived
522,Second,Female,40,0,0,15.75,Southampton,Survived
523,Second,Female,32,0,0,13.0,Southampton,Survived
524,Second,Male,27,1,0,26.0,Southampton,Did not survive
525,Second,Female,29,1,0,26.0,Southampton,Survived
526,Second,Male,2,1,1,23.0,Southampton,Survived
527,Second,Female,4,1,1,23.0,Southampton,Survived
528,Second,Female,29,0,2,23.0,Southampton,Survived
529,Second,Female,1,1,2,27.75,Southampton,Survived
530,Second,Female,5,1,2,27.75,Southampton,Survived
531,Second,Male,36,1,2,27.75,Southampton,Did not survive
532,Second,Female,33,1,2,27.75,Southampton,Survived
533,Second,Male,66,0,0,10.5,Southampton,Did not survive
534,Second,Male,31,0,0,13.0,Southampton,Survived
535,Second,Female,26,0,0,13.5,Southampton,Survived
536,Second,Female,24,0,0,13.0,Southampton,Did not survive
537,Third,Male,42,0,0,7.55,Southampton,Did not survive
538,Third,Male,13,0,2,20.25,Southampton,Did not survive
539,Third,Male,16,1,1,20.25,Southampton,Did not survive
540,Third,Female,35,1,1,20.25,Southampton,Survived
541,Third,Female,16,0,0,7.65,Southampton,Survived
542,Third,Male,25,0,0,7.65,Southampton,Survived
543,Third,Male,20,0,0,7.92,Southampton,Survived
544,Third,Female,18,0,0,7.23,Cherbourg,Survived
545,Third,Male,30,0,0,7.25,Southampton,Did not survive
546,Third,Male,26,0,0,8.05,Southampton,Did not survive
547,Third,Female,40,1,0,9.47,Southampton,Did not survive
548,Third,Male,1,0,1,9.35,Southampton,Survived
549,Third,Female,18,0,1,9.35,Southampton,Survived
550,Third,Male,26,0,0,18.79,Cherbourg,Survived
551,Third,Male,26,0,0,7.89,Southampton,Did not survive
552,Third,Male,20,0,0,7.92,Southampton,Did not survive
553,Third,Male,24,0,0,7.05,Southampton,Did not survive
554,Third,Male,25,0,0,7.05,Southampton,Did not survive
555,Third,Male,35,0,0,8.05,Southampton,Did not survive
556,Third,Male,18,0,0,8.3,Southampton,Did not survive
557,Third,Male,32,0,0,22.52,Southampton,Did not survive
558,Third,Female,19,1,0,7.85,Southampton,Survived
559,Third,Male,4,4,2,31.27,Southampton,Did not survive
560,Third,Female,6,4,2,31.27,Southampton,Did not survive
561,Third,Female,2,4,2,31.27,Southampton,Did not survive
562,Third,Female,17,4,2,7.92,Southampton,Survived
563,Third,Female,38,4,2,7.78,Southampton,Did not survive
564,Third,Female,9,4,2,31.27,Southampton,Did not survive
565,Third,Female,11,4,2,31.27,Southampton,Did not survive
566,Third,Male,39,1,5,31.27,Southampton,Did not survive
567,Third,Male,27,0,0,7.8,Southampton,Survived
568,Third,Male,26,0,0,7.78,Southampton,Did not survive
569,Third,Female,39,1,5,31.27,Southampton,Did not survive
570,Third,Male,20,0,0,7.85,Southampton,Did not survive
571,Third,Male,26,0,0,7.9,Southampton,Did not survive
572,Third,Male,25,1,0,17.8,Southampton,Did not survive
573,Third,Female,18,1,0,17.8,Southampton,Did not survive
574,Third,Male,24,0,0,7.78,Southampton,Did not survive
575,Third,Male,35,0,0,7.05,Southampton,Did not survive
576,Third,Male,5,4,2,31.39,Southampton,Did not survive
577,Third,Male,9,4,2,31.39,Southampton,Did not survive
578,Third,Male,3,4,2,31.39,Southampton,Survived
579,Third,Male,13,4,2,31.39,Southampton,Did not survive
580,Third,Female,5,4,2,31.39,Southampton,Survived
581,Third,Male,40,1,5,31.39,Southampton,Did not survive
582,Third,Male,23,0,0,7.8,Southampton,Survived
583,Third,Female,38,1,5,31.39,Southampton,Survived
584,Third,Female,45,0,0,7.22,Cherbourg,Survived
585,Third,Male,21,0,0,7.22,Cherbourg,Did not survive
586,Third,Male,23,0,0,7.05,Southampton,Did not survive
587,Third,Female,17,0,0,14.46,Cherbourg,Did not survive
588,Third,Male,30,0,0,7.22,Cherbourg,Did not survive
589,Third,Male,23,0,0,7.85,Southampton,Did not survive
590,Third,Female,13,0,0,7.23,Cherbourg,Survived
591,Third,Male,20,0,0,7.22,Cherbourg,Did not survive
592,Third,Male,32,1,0,15.85,Southampton,Did not survive
593,Third,Female,33,3,0,15.85,Southampton,Survived
594,Third,Female,1,2,1,19.26,Cherbourg,Survived
595,Third,Female,1,2,1,19.26,Cherbourg,Survived
596,Third,Female,5,2,1,19.26,Cherbourg,Survived
597,Third,Female,24,0,3,19.26,Cherbourg,Survived
598,Third,Female,18,0,0,8.05,Southampton,Survived
599,Third,Male,40,0,0,7.22,Cherbourg,Did not survive
600,Third,Male,26,0,0,7.9,Southampton,Did not survive
601,Third,Male,20,0,0,7.23,Cherbourg,Survived
602,Third,Female,18,0,1,14.45,Cherbourg,Did not survive
603,Third,Female,45,0,1,14.45,Cherbourg,Did not survive
604,Third,Female,27,0,0,7.88,Queenstown,Did not survive
605,Third,Male,22,0,0,8.05,Southampton,Did not survive
606,Third,Male,19,0,0,8.05,Southampton,Did not survive
607,Third,Male,26,0,0,7.78,Southampton,Did not survive
608,Third,Male,22,0,0,9.35,Southampton,Did not survive
609,Third,Male,20,0,0,4.01,Cherbourg,Did not survive
610,Third,Male,32,0,0,56.5,Southampton,Survived
611,Third,Male,21,0,0,7.78,Southampton,Did not survive
612,Third,Male,18,0,0,7.75,Southampton,Did not survive
613,Third,Male,26,0,0,7.9,Southampton,Did not survive
614,Third,Male,6,1,1,15.25,Cherbourg,Did not survive
615,Third,Female,9,1,1,15.25,Cherbourg,Did not survive
616,Third,Male,40,1,1,15.5,Queenstown,Did not survive
617,Third,Female,32,1,1,15.5,Queenstown,Did not survive
618,Third,Male,21,0,0,16.1,Southampton,Did not survive
619,Third,Female,22,0,0,7.72,Queenstown,Survived
620,Third,Female,20,0,0,7.85,Southampton,Did not survive
621,Third,Male,29,1,0,7.05,Southampton,Did not survive
622,Third,Male,22,1,0,7.25,Southampton,Did not survive
623,Third,Male,22,0,0,7.8,Southampton,Did not survive
624,Third,Male,35,0,0,8.05,Southampton,Did not survive
625,Third,Female,18,0,0,7.28,Queenstown,Did not survive
626,Third,Male,21,0,0,7.82,Queenstown,Survived
627,Third,Male,19,0,0,6.75,Queenstown,Did not survive
628,Third,Female,18,0,0,7.88,Queenstown,Did not survive
629,Third,Female,21,0,0,8.66,Southampton,Did not survive
630,Third,Female,30,0,0,8.66,Southampton,Did not survive
631,Third,Male,18,0,0,8.66,Southampton,Did not survive
632,Third,Male,38,0,0,8.66,Southampton,Did not survive
633,Third,Male,17,0,0,8.66,Southampton,Did not survive
634,Third,Male,17,0,0,8.66,Southampton,Did not survive
635,Third,Female,21,0,0,7.75,Queenstown,Did not survive
636,Third,Male,21,0,0,7.75,Queenstown,Did not survive
637,Third,Male,21,0,0,8.05,Southampton,Did not survive
638,Third,Male,28,0,0,7.8,Southampton,Did not survive
639,Third,Male,24,0,0,7.85,Southampton,Did not survive
640,Third,Female,16,0,0,7.75,Queenstown,Survived
641,Third,Female,37,0,0,7.75,Queenstown,Did not survive
642,Third,Male,28,0,0,7.25,Southampton,Did not survive
643,Third,Male,24,0,0,8.05,Southampton,Did not survive
644,Third,Male,21,0,0,7.73,Queenstown,Did not survive
645,Third,Male,32,0,0,56.5,Southampton,Survived
646,Third,Male,29,0,0,8.05,Southampton,Did not survive
647,Third,Male,26,1,0,14.45,Cherbourg,Did not survive
648,Third,Male,18,1,0,14.45,Cherbourg,Did not survive
649,Third,Male,20,0,0,7.05,Southampton,Did not survive
650,Third,Male,18,0,0,8.05,Southampton,Survived
651,Third,Male,24,0,0,7.25,Queenstown,Did not survive
652,Third,Male,36,0,0,7.5,Southampton,Did not survive
653,Third,Male,24,0,0,7.5,Southampton,Did not survive
654,Third,Male,31,0,0,7.73,Queenstown,Did not survive
655,Third,Male,31,0,0,7.75,Queenstown,Did not survive
656,Third,Female,22,0,0,7.75,Queenstown,Survived
657,Third,Female,30,0,0,7.63,Queenstown,Did not survive
658,Third,Male,70,0,0,7.75,Queenstown,Did not survive
659,Third,Male,43,0,0,8.05,Southampton,Did not survive
660,Third,Male,35,0,0,7.9,Southampton,Did not survive
661,Third,Male,27,0,0,7.9,Southampton,Did not survive
662,Third,Male,19,0,0,7.9,Southampton,Did not survive
663,Third,Male,30,0,0,8.05,Southampton,Did not survive
664,Third,Male,9,1,1,15.9,Southampton,Survived
665,Third,Male,3,1,1,15.9,Southampton,Survived
666,Third,Female,36,0,2,15.9,Southampton,Survived
667,Third,Male,59,0,0,7.25,Southampton,Did not survive
668,Third,Male,19,0,0,8.16,Southampton,Did not survive
669,Third,Female,17,0,1,16.1,Southampton,Survived
670,Third,Male,44,0,1,16.1,Southampton,Did not survive
671,Third,Male,17,0,0,8.66,Southampton,Did not survive
672,Third,Male,22,0,0,7.22,Cherbourg,Did not survive
673,Third,Male,45,0,0,8.05,Southampton,Survived
674,Third,Female,22,0,0,10.52,Southampton,Did not survive
675,Third,Male,19,0,0,10.17,Southampton,Did not survive
676,Third,Female,30,0,0,6.95,Queenstown,Survived
677,Third,Male,29,0,0,7.75,Queenstown,Survived
678,Third,Male,0,0,2,14.4,Southampton,Did not survive
679,Third,Male,34,1,1,14.4,Southampton,Did not survive
680,Third,Female,28,1,1,14.4,Southampton,Did not survive
681,Third,Male,27,0,0,7.9,Southampton,Did not survive
682,Third,Male,25,0,0,7.9,Southampton,Did not survive
683,Third,Male,24,2,0,24.15,Southampton,Did not survive
684,Third,Male,22,0,0,8.05,Southampton,Did not survive
685,Third,Male,21,2,0,24.15,Southampton,Did not survive
686,Third,Male,17,2,0,8.05,Southampton,Did not survive
687,Third,Male,36,1,0,17.4,Southampton,Survived
688,Third,Female,36,1,0,17.4,Southampton,Survived
689,Third,Male,30,0,0,9.5,Southampton,Survived
690,Third,Male,16,0,0,9.5,Southampton,Did not survive
691,Third,Male,1,1,2,20.57,Southampton,Survived
692,Third,Female,0,1,2,20.57,Southampton,Survived
693,Third,Male,26,1,2,20.57,Southampton,Did not survive
694,Third,Female,33,1,2,20.57,Southampton,Survived
695,Third,Male,25,0,0,7.9,Southampton,Did not survive
696,Third,Male,22,0,0,7.25,Southampton,Did not survive
697,Third,Male,36,0,0,7.25,Southampton,Did not survive
698,Third,Female,19,0,0,7.88,Queenstown,Survived
699,Third,Male,17,0,0,7.9,Southampton,Did not survive
700,Third,Male,42,0,0,8.66,Southampton,Did not survive
701,Third,Male,43,0,0,7.9,Southampton,Did not survive
702,Third,Male,32,0,0,7.75,Queenstown,Did not survive
703,Third,Male,19,0,0,8.05,Southampton,Survived
704,Third,Female,30,0,0,12.48,Southampton,Survived
705,Third,Female,24,0,0,7.75,Queenstown,Did not survive
706,Third,Female,23,0,0,8.05,Southampton,Survived
707,Third,Male,33,0,0,7.9,Cherbourg,Did not survive
708,Third,Male,65,0,0,7.75,Queenstown,Did not survive
709,Third,Male,24,0,0,7.55,Southampton,Survived
710,Third,Male,23,1,0,13.9,Southampton,Did not survive
711,Third,Female,22,1,0,13.9,Southampton,Survived
712,Third,Male,18,0,0,7.78,Southampton,Did not survive
713,Third,Male,16,0,0,7.78,Southampton,Did not survive
714,Third,Male,45,0,0,6.97,Southampton,Did not survive
715,Third,Male,39,0,2,7.23,Cherbourg,Did not survive
716,Third,Male,17,1,1,7.23,Cherbourg,Did not survive
717,Third,Male,15,1,1,7.23,Cherbourg,Did not survive
718,Third,Male,47,0,0,7.25,Southampton,Did not survive
719,Third,Female,5,0,0,12.48,Southampton,Survived
720,Third,Male,40,0,0,15.1,Southampton,Did not survive
721,Third,Male,40,0,0,7.75,Queenstown,Did not survive
722,Third,Male,18,0,0,7.8,Southampton,Did not survive
723,Third,Male,26,0,0,7.88,Queenstown,Did not survive
724,Third,Female,21,2,2,34.38,Southampton,Did not survive
725,Third,Female,9,2,2,34.38,Southampton,Did not survive
726,Third,Male,18,2,2,34.38,Southampton,Did not survive
727,Third,Male,16,1,3,34.38,Southampton,Did not survive
728,Third,Female,48,1,3,34.38,Southampton,Did not survive
729,Third,Male,25,0,0,7.74,Queenstown,Did not survive
730,Third,Male,22,0,0,8.05,Southampton,Did not survive
731,Third,Female,16,0,0,7.73,Queenstown,Survived
732,Third,Male,9,0,2,20.52,Southampton,Survived
733,Third,Male,33,1,1,20.52,Southampton,Did not survive
734,Third,Male,41,0,0,7.85,Southampton,Did not survive
735,Third,Female,31,1,1,20.52,Southampton,Survived
736,Third,Male,38,0,0,7.05,Southampton,Did not survive
737,Third,Male,9,5,2,46.9,Southampton,Did not survive
738,Third,Male,1,5,2,46.9,Southampton,Did not survive
739,Third,Male,11,5,2,46.9,Southampton,Did not survive
740,Third,Female,10,5,2,46.9,Southampton,Did not survive
741,Third,Female,16,5,2,46.9,Southampton,Did not survive
742,Third,Male,14,5,2,46.9,Southampton,Did not survive
743,Third,Male,40,1,6,46.9,Southampton,Did not survive
744,Third,Female,43,1,6,46.9,Southampton,Did not survive
745,Third,Male,51,0,0,8.05,Southampton,Did not survive
746,Third,Male,32,0,0,8.36,Southampton,Did not survive
747,Third,Male,20,0,0,9.85,Southampton,Did not survive
748,Third,Male,37,2,0,7.92,Southampton,Did not survive
749,Third,Male,28,2,0,7.92,Southampton,Did not survive
750,Third,Male,19,0,0,7.78,Southampton,Did not survive
751,Third,Female,24,0,0,8.85,Southampton,Did not survive
752,Third,Female,17,0,0,7.73,Queenstown,Did not survive
753,Third,Male,28,1,0,15.85,Southampton,Did not survive
754,Third,Female,24,1,0,15.85,Southampton,Survived
755,Third,Male,20,0,0,9.5,Southampton,Did not survive
756,Third,Male,24,0,0,7.23,Cherbourg,Did not survive
757,Third,Male,41,2,0,14.11,Southampton,Did not survive
758,Third,Male,26,1,0,7.85,Southampton,Did not survive
759,Third,Male,21,0,0,7.85,Southampton,Did not survive
760,Third,Female,45,1,0,14.11,Southampton,Survived
761,Third,Male,25,0,0,7.25,Southampton,Did not survive
762,Third,Male,11,0,0,18.79,Cherbourg,Did not survive
763,Third,Male,27,0,0,6.97,Southampton,Survived
764,Third,Female,18,0,0,6.75,Queenstown,Did not survive
765,Third,Female,26,0,0,7.92,Southampton,Survived
766,Third,Female,23,0,0,7.92,Southampton,Did not survive
767,Third,Female,22,0,0,8.96,Southampton,Survived
768,Third,Male,28,0,0,7.9,Southampton,Did not survive
769,Third,Female,28,0,0,7.78,Southampton,Did not survive
770,Third,Female,2,0,1,12.29,Southampton,Survived
771,Third,Female,22,1,1,12.29,Southampton,Survived
772,Third,Male,43,0,0,6.45,Southampton,Did not survive
773,Third,Male,28,0,0,22.52,Southampton,Did not survive
774,Third,Female,27,0,0,7.92,Southampton,Survived
775,Third,Male,42,0,0,7.65,Southampton,Did not survive
776,Third,Male,30,0,0,7.23,Cherbourg,Did not survive
777,Third,Female,27,1,0,7.92,Southampton,Did not survive
778,Third,Female,25,1,0,7.92,Southampton,Did not survive
779,Third,Male,29,0,0,7.9,Cherbourg,Survived
780,Third,Male,21,0,0,7.8,Southampton,Survived
781,Third,Male,20,0,0,7.85,Southampton,Did not survive
782,Third,Male,48,0,0,7.85,Southampton,Did not survive
783,Third,Male,17,1,0,7.05,Southampton,Did not survive
784,Third,Male,34,0,0,6.5,Southampton,Did not survive
785,Third,Male,26,0,0,7.78,Southampton,Survived
786,Third,Male,22,0,0,7.8,Southampton,Did not survive
787,Third,Male,33,0,0,8.65,Southampton,Did not survive
788,Third,Male,31,0,0,7.78,Southampton,Did not survive
789,Third,Male,29,0,0,7.85,Southampton,Did not survive
790,Third,Male,4,1,1,11.13,Southampton,Survived
791,Third,Female,1,1,1,11.13,Southampton,Survived
792,Third,Male,33,0,0,7.78,Southampton,Did not survive
793,Third,Female,27,0,2,11.13,Southampton,Survived
794,Third,Male,23,0,0,7.9,Southampton,Did not survive
795,Third,Male,32,0,0,7.85,Southampton,Survived
796,Third,Male,27,0,0,7.85,Southampton,Did not survive
797,Third,Female,20,1,0,9.82,Southampton,Did not survive
798,Third,Female,21,1,0,9.82,Southampton,Did not survive
799,Third,Male,32,0,0,7.92,Southampton,Survived
800,Third,Male,17,0,0,7.12,Southampton,Did not survive
801,Third,Male,21,0,0,8.43,Southampton,Did not survive
802,Third,Male,30,0,0,7.9,Southampton,Did not survive
803,Third,Male,21,0,0,7.8,Southampton,Survived
804,Third,Male,33,0,0,7.85,Southampton,Did not survive
805,Third,Male,22,0,0,7.52,Southampton,Did not survive
806,Third,Female,4,0,1,13.42,Cherbourg,Survived
807,Third,Male,39,0,1,13.42,Cherbourg,Survived
808,Third,Male,18,0,0,7.23,Cherbourg,Did not survive
809,Third,Male,34,0,0,7.83,Queenstown,Did not survive
810,Third,Male,44,0,0,8.05,Southampton,Did not survive
811,Third,Female,22,2,0,8.66,Southampton,Did not survive
812,Third,Male,26,2,0,8.66,Southampton,Did not survive
813,Third,Female,4,0,2,22.02,Southampton,Survived
814,Third,Male,29,3,1,22.02,Southampton,Survived
815,Third,Female,26,1,1,22.02,Southampton,Survived
816,Third,Female,1,1,1,12.18,Southampton,Did not survive
817,Third,Male,18,1,1,7.85,Southampton,Did not survive
818,Third,Female,36,0,2,12.18,Southampton,Did not survive
819,Third,Male,25,0,0,7.23,Cherbourg,Survived
820,Third,Female,37,0,0,9.59,Southampton,Did not survive
821,Third,Female,22,0,0,7.25,Southampton,Survived
822,Third,Male,26,0,0,56.5,Southampton,Survived
823,Third,Male,29,0,0,9.48,Southampton,Did not survive
824,Third,Male,29,0,0,7.78,Southampton,Did not survive
825,Third,Male,22,0,0,7.78,Southampton,Did not survive
826,Third,Male,22,0,0,7.22,Cherbourg,Survived
827,Third,Male,32,0,0,7.92,Southampton,Did not survive
828,Third,Male,34,0,0,6.44,Cherbourg,Did not survive
829,Third,Male,39,0,0,24.15,Southampton,Did not survive
830,Third,Male,24,0,0,9.5,Southampton,Did not survive
831,Third,Female,25,0,0,7.78,Southampton,Did not survive
832,Third,Female,45,0,0,7.75,Southampton,Did not survive
833,Third,Male,36,1,0,15.55,Southampton,Did not survive
834,Third,Female,30,1,0,15.55,Southampton,Did not survive
835,Third,Male,20,1,0,7.92,Southampton,Survived
836,Third,Male,28,0,0,56.5,Southampton,Did not survive
837,Third,Male,30,1,0,16.1,Southampton,Did not survive
838,Third,Female,26,1,0,16.1,Southampton,Did not survive
839,Third,Male,20,0,0,7.25,Southampton,Did not survive
840,Third,Male,27,0,0,8.66,Southampton,Survived
841,Third,Male,51,0,0,7.05,Southampton,Did not survive
842,Third,Female,23,0,0,7.85,Southampton,Survived
843,Third,Male,32,0,0,7.58,Southampton,Survived
844,Third,Male,24,0,0,7.14,Southampton,Survived
845,Third,Male,22,0,0,7.12,Southampton,Did not survive
846,Third,Male,29,0,0,7.92,Southampton,Did not survive
847,Third,Female,30,0,0,7.75,Queenstown,Did not survive
848,Third,Male,35,0,0,7.9,Cherbourg,Did not survive
849,Third,Male,33,0,0,7.9,Southampton,Did not survive
850,Third,Female,15,0,0,8.03,Queenstown,Survived
851,Third,Female,35,0,0,7.75,Queenstown,Did not survive
852,Third,Male,24,1,0,16.1,Southampton,Did not survive
853,Third,Female,19,1,0,16.1,Southampton,Did not survive
854,Third,Male,56,0,0,8.05,Southampton,Did not survive
855,Third,Male,21,0,0,7.78,Southampton,Survived
856,Third,Male,24,0,0,7.9,Southampton,Did not survive
857,Third,Male,21,0,0,7.9,Southampton,Did not survive
858,Third,Male,28,0,0,7.9,Southampton,Did not survive
859,Third,Male,25,0,0,7.65,Southampton,Did not survive
860,Third,Male,6,0,1,12.48,Southampton,Survived
861,Third,Female,27,0,1,12.48,Southampton,Survived
862,Third,Male,34,0,0,8.05,Southampton,Did not survive
863,Third,Female,24,0,0,7.75,Queenstown,Survived
864,Third,Male,18,0,0,7.75,Southampton,Did not survive
865,Third,Male,22,0,0,7.9,Southampton,Did not survive
866,Third,Female,15,0,0,7.22,Cherbourg,Survived
867,Third,Female,1,0,2,15.74,Cherbourg,Survived
868,Third,Male,20,1,1,15.74,Cherbourg,Survived
869,Third,Female,19,1,1,15.74,Cherbourg,Survived
870,Third,Male,33,0,0,8.05,Southampton,Did not survive
871,Third,Male,12,1,0,11.24,Cherbourg,Survived
872,Third,Female,14,1,0,11.24,Cherbourg,Survived
873,Third,Female,29,0,0,7.92,Southampton,Did not survive
874,Third,Male,28,0,0,8.05,Southampton,Did not survive
875,Third,Female,18,0,0,7.78,Southampton,Survived
876,Third,Female,26,0,0,7.85,Southampton,Survived
877,Third,Male,21,0,0,7.85,Southampton,Did not survive
878,Third,Male,41,0,0,7.12,Southampton,Did not survive
879,Third,Male,39,0,0,7.92,Southampton,Survived
880,Third,Male,21,0,0,7.8,Southampton,Did not survive
881,Third,Male,28,0,0,7.23,Cherbourg,Did not survive
882,Third,Female,22,0,0,7.75,Southampton,Survived
883,Third,Male,61,0,0,6.24,Southampton,Did not survive
884,Third,Male,23,0,0,9.22,Southampton,Did not survive
885,Third,Female,22,0,0,7.78,Southampton,Survived
886,Third,Male,9,0,1,3.17,Southampton,Survived
887,Third,Male,28,0,0,22.52,Southampton,Did not survive
888,Third,Male,42,0,1,8.4,Southampton,Did not survive
889,Third,Female,31,0,0,7.85,Southampton,Did not survive
890,Third,Male,28,0,0,7.85,Southampton,Did not survive
891,Third,Male,32,0,0,7.78,Southampton,Survived
892,Third,Male,20,0,0,9.22,Southampton,Did not survive
893,Third,Female,23,0,0,8.66,Southampton,Did not survive
894,Third,Female,20,0,0,8.66,Southampton,Did not survive
895,Third,Male,20,0,0,8.66,Southampton,Did not survive
896,Third,Male,16,0,0,9.22,Southampton,Did not survive
897,Third,Female,31,0,0,8.68,Southampton,Survived
898,Third,Male,2,3,1,21.07,Southampton,Did not survive
899,Third,Male,6,3,1,21.07,Southampton,Did not survive
900,Third,Female,3,3,1,21.07,Southampton,Did not survive
901,Third,Female,8,3,1,21.07,Southampton,Did not survive
902,Third,Female,29,0,4,21.07,Southampton,Did not survive
903,Third,Male,1,4,1,39.69,Southampton,Did not survive
904,Third,Male,7,4,1,39.69,Southampton,Did not survive
905,Third,Male,2,4,1,39.69,Southampton,Did not survive
906,Third,Male,16,4,1,39.69,Southampton,Did not survive
907,Third,Male,14,4,1,39.69,Southampton,Did not survive
908,Third,Female,41,0,5,39.69,Southampton,Did not survive
909,Third,Male,21,0,0,8.66,Southampton,Did not survive
910,Third,Male,19,0,0,14.5,Southampton,Did not survive
911,Third,Male,32,0,0,7.9,Southampton,Did not survive
912,Third,Male,1,1,1,13.78,Southampton,Did not survive
913,Third,Female,3,1,1,13.78,Southampton,Did not survive
914,Third,Female,26,0,2,13.78,Southampton,Did not survive
915,Third,Male,21,0,0,7.92,Southampton,Did not survive
916,Third,Male,25,0,0,7.92,Southampton,Did not survive
917,Third,Male,22,0,0,7.25,Southampton,Did not survive
918,Third,Male,25,1,0,7.78,Southampton,Survived
919,Third,Male,24,0,0,8.05,Southampton,Did not survive
920,Third,Female,28,0,0,7.9,Southampton,Did not survive
921,Third,Male,19,0,0,7.9,Southampton,Did not survive
922,Third,Male,25,1,0,7.78,Southampton,Did not survive
923,Third,Female,18,0,0,7.78,Southampton,Did not survive
924,Third,Male,32,0,0,8.05,Southampton,Survived
925,Third,Male,17,0,0,8.66,Southampton,Did not survive
926,Third,Male,24,0,0,8.66,Southampton,Did not survive
927,Third,Male,38,0,0,7.9,Southampton,Did not survive
928,Third,Male,21,0,0,8.05,Southampton,Did not survive
929,Third,Male,10,4,1,29.12,Queenstown,Did not survive
930,Third,Male,4,4,1,29.12,Queenstown,Did not survive
931,Third,Male,7,4,1,29.12,Queenstown,Did not survive
932,Third,Male,2,4,1,29.12,Queenstown,Did not survive
933,Third,Male,8,4,1,29.12,Queenstown,Did not survive
934,Third,Female,39,0,5,29.12,Queenstown,Did not survive
935,Third,Female,22,0,0,39.69,Southampton,Did not survive
936,Third,Male,35,0,0,7.12,Southampton,Did not survive
937,Third,Male,50,1,0,14.5,Southampton,Did not survive
938,Third,Female,47,1,0,14.5,Southampton,Did not survive
939,Third,Female,2,1,1,20.21,Southampton,Did not survive
940,Third,Male,18,1,1,20.21,Southampton,Did not survive
941,Third,Female,41,0,2,20.21,Southampton,Did not survive
942,Third,Male,50,0,0,8.05,Southampton,Did not survive
943,Third,Male,16,0,0,8.05,Southampton,Did not survive
944,Third,Male,25,0,0,7.22,Cherbourg,Did not survive
945,Third,Male,38,0,0,7.25,Southampton,Did not survive
946,Third,Male,14,8,2,69.55,Southampton,Did not survive
947,Third,Male,24,0,0,9.32,Southampton,Did not survive
948,Third,Female,21,0,0,7.65,Southampton,Survived
949,Third,Male,39,0,0,7.92,Southampton,Did not survive
950,Third,Female,1,1,1,16.7,Southampton,Survived
951,Third,Female,24,0,2,16.7,Southampton,Survived
952,Third,Female,4,1,1,16.7,Southampton,Survived
953,Third,Male,25,0,0,9.5,Southampton,Survived
954,Third,Male,20,0,0,8.05,Southampton,Did not survive
955,Third,Male,24,0,0,8.05,Southampton,Did not survive
956,Third,Male,29,0,0,9.5,Southampton,Survived
957,Third,Male,22,0,0,7.23,Cherbourg,Did not survive
958,Third,Male,40,0,0,7.9,Southampton,Did not survive
959,Third,Male,21,0,0,7.92,Southampton,Did not survive
960,Third,Female,18,0,0,7.5,Southampton,Survived
961,Third,Male,4,3,2,27.9,Southampton,Did not survive
962,Third,Male,10,3,2,27.9,Southampton,Did not survive
963,Third,Female,9,3,2,27.9,Southampton,Did not survive
964,Third,Female,2,3,2,27.9,Southampton,Did not survive
965,Third,Male,40,1,4,27.9,Southampton,Did not survive
966,Third,Female,45,1,4,27.9,Southampton,Did not survive
967,Third,Male,19,0,0,7.65,Southampton,Did not survive
968,Third,Male,30,0,0,8.05,Southampton,Did not survive
969,Third,Male,32,0,0,8.05,Southampton,Did not survive
970,Third,Male,33,0,0,8.66,Cherbourg,Did not survive
971,Third,Female,23,0,0,7.55,Southampton,Survived
972,Third,Male,21,0,0,8.05,Southampton,Did not survive
973,Third,Male,19,0,0,7.9,Southampton,Did not survive
974,Third,Female,22,0,0,9.84,Southampton,Did not survive
975,Third,Male,31,0,0,7.92,Southampton,Survived
976,Third,Male,27,0,0,8.66,Southampton,Did not survive
977,Third,Female,2,0,1,10.46,Southampton,Did not survive
978,Third,Female,29,1,1,10.46,Southampton,Did not survive
979,Third,Male,16,0,0,8.05,Southampton,Survived
980,Third,Male,44,0,0,7.92,Southampton,Survived
981,Third,Male,25,0,0,7.05,Southampton,Did not survive
